down,138.32042538333332
up,0.14525431666666666
down,908.4114078
up,0.20148375
down,0.2843738
down,2.5525772
up,3.41451395
down,0.36008793333333333
up,0.2009772833333333
down,3.4898374666666667
up,12.513456066666667
down,0.36765618333333333
up,0.5983175333333333
down,0.07104726666666666
up,0.18340986666666667
down,0.1563604
down,0.18328653333333333
down,12.381714316666667
up,0.11673753333333334
down,4.115579416666667
down,9.493150000000002
up,0.11002021666666667
down,0.05889305
up,0.04549795
down,9.072369083333333
up,0.06113826666666666
down,27446.28780545
up,0.07579733333333333
down,3.3995213333333334
up,0.07103646666666667
down,0.061241699999999996
up,0.04069218333333333
down,4.305962583333334
up,0.13227293333333334
down,0.6356454833333333
